asin,category,total_orders,orders_at_discount,units_sold,median_unit_price,revenue
B09QJ3XPJ8,set,40,25,40,725,29686
B09VC5F9KB,set,40,37,40,988,40104
B08XVQMSJV,kurta,40,21,40,459,17740
B077MF72BK,kurta,40,18,40,353,14071
B0822V3DMF,set,40,34,40,764,30402
B09RK65QV5,western dress,40,39,40,721,29748
B09QJ68QLV,set,39,27,40,899,36660
B099NS3FWG,western dress,39,31,39,665,26900
B09HMY74F6,kurta,39,33,39,517,19969
B07T542CKK,kurta,39,12,39,376,14718
B09Q19BQCF,set,39,21,39,850,33700
B07T65WM8Q,kurta,39,16,39,376,14671
B09K3N11L8,set,39,25,39,1129,44914
B09LD3655Z,kurta,39,24,39,798,27402
B09Y3GBB15,set,39,37,39,771,30125
B09VC63Y2N,set,39,37,39,988,39103
B08RP1Z6L4,kurta,39,29,39,345,13449
B08QGKHDN3,set,39,25,39,1018,40340
B099FDH3P2,kurta,39,25,39,301,11688
B09YYPWNT8,western dress,39,38,39,625,25336
B09TH6DNNN,set,39,31,39,988,39472
B0983F1V7R,set,39,33,39,1523,57808
B07H7FZD32,kurta,39,36,39,518,20178
B09TH68L97,set,39,38,39,1257,48633
B081WRP562,kurta,39,33,39,399,15741
B08MXF6MZF,set,39,33,39,545,21147
B094FKN9TM,top,38,20,39,487,20406
B09K3THDTH,kurta,39,31,39,459,18373
B094FKN153,top,39,15,39,487,20380
B09VC5Z5Z7,set,39,34,39,988,39348
B0982ZMQGG,western dress,39,26,39,786,31734
B09KXTJKKG,set,39,38,39,680,25722
B09TZSN6PK,top,39,32,39,513,21533
B098129875,kurta,39,12,39,459,17425
B08YZ1Z5XS,kurta,39,20,39,499,23049
B0894Y7ZF8,set,39,29,39,838,33524
B0894YJC25,set,39,23,39,1127,44742
B0922TK8CF,set,39,34,39,537,20864
B09TH574ZW,kurta,39,24,39,399,15947
B08YZ138QZ,kurta,37,25,38,787,28356
B08MXBX6B7,set,38,30,38,545,20454
B09LTZR8MC,kurta,38,20,38,449,17215
B09RSSRWPJ,set,37,34,38,654,25745
B0922QTZQ5,set,38,29,38,521,20114
B083ZZGZBV,kurta,37,28,38,458,17721
B08PCTRGGR,kurta,38,36,38,544,19640
B08QGN4RYQ,set,38,22,38,1442,55650
B09RK61TZX,western dress,38,28,38,721,28426
B09QJ5BYM8,set,38,30,38,1126,44986
B081WZ7M52,kurta,38,24,38,399,15442
B099S9DRFV,top,38,24,38,497,20355
B09QJ549GK,set,38,28,38,1015,38980
B07R65WLT2,set,38,20,38,847,31990
B09831MSSX,western dress,38,31,38,791,33984
B098133PV7,kurta,38,20,38,431,16764
B0822TK3YM,set,38,36,38,788,29786
B09K3YHSDV,set,38,26,38,1125,43238
B09QJM97Z8,set,38,29,38,1173,47753
B08QGM18YN,set,38,27,38,1442,55293
B099NM4XNX,kurta,38,21,38,301,11298
B09K3ST3YW,kurta,38,17,38,387,15402
B09QJ4FNCN,set,38,31,38,968,37169
B09M77164V,set,38,22,38,1325,48079
B08YYVLZVH,kurta,38,26,38,533,23881
B09RT3BBJZ,set,37,29,37,692,25534
B0894YNXQ3,set,36,25,37,1125,42592
B09K3R6L8S,kurta,37,22,37,469,17491
B098731927,top,37,11,37,487,20757
B09QJ3YSPB,set,37,27,37,899,34032
B08YYTHKY5,kurta,37,22,37,533,23188
B09K3HGTRS,set,37,30,37,599,22501
B08YYXJJ4V,kurta,37,22,37,787,25543
B09RSVRX2Y,set,36,27,37,696,26016
B08W8NPXMS,kurta,37,29,37,342,12417
B08YZ1RHHJ,kurta,37,23,37,499,21026
B09HMCWNJX,kurta,37,33,37,517,18960
B09K3CNYF5,set,37,29,37,736,26563
B098124BPM,kurta,37,27,37,607,22761
B08QGNJVKR,ethnic dress,36,19,37,373,14480
B08ZH99ND2,top,37,23,37,493,18706
B09LD3V5V3,kurta,37,21,37,760,25310
B0822VVHCN,set,36,31,36,788,28008
B08YZ2L9TX,kurta,36,22,36,688,23038
B08HHJP41L,kurta,36,35,36,368,13179
B09RKBXV4Z,set,36,35,36,799,28428
B09M6S4DML,set,36,36,36,631,23605
B08YYZNFQG,kurta,36,31,36,499,19133
B09YYR23XR,western dress,36,34,36,625,22596
B09PN1HZ58,set,36,27,36,999,35168
B0983FSRFS,set,36,22,36,824,29514
B07SBYCJ74,kurta,35,21,36,318,11440
B09K43LTKW,kurta,32,22,36,387,14792
B08MYT94FH,set,36,16,36,416,15321
B081WX6MFJ,kurta,36,13,36,471,16824
B08MYMV3K7,top,36,17,36,329,11940
B099NMS4LL,kurta,36,16,36,432,15657
B0894X9QY9,ethnic dress,36,22,36,845,31397
B0922TJXMK,set,36,28,36,537,19221
B09RKD4R6C,kurta,36,27,36,578,21462
B09QJ49VXB,set,35,35,35,999,35898
B08CMJBRQV,set,35,32,35,1072,36808
B07R5WM5YR,kurta,34,14,35,432,15194
B08TGZN5D4,set,35,33,35,759,26536
B08RP1WNB2,kurta,35,22,35,540,18990
B0986Y2KBV,top,35,28,35,545,19809
B08TZD8JD6,set,35,33,35,654,23238
B09SDY6ZXQ,western dress,35,22,35,885,32277
B099FC7FSQ,kurta,35,13,35,406,15146
B094FMXDFB,kurta,34,16,35,456,15611
B09NDM5T7T,set,35,27,35,850,30261
B091T5FWQC,western dress,35,32,35,690,24772
B0894Y2NJQ,set,35,19,35,1140,40449
B0894X1Q3M,set,35,18,35,1125,39887
B08B3ZFHC6,set,35,14,35,759,26507
B07WV4M3RF,kurta,34,26,35,376,13160
B09K3T318L,kurta,35,17,35,335,12042
B099S91TCS,top,35,16,35,625,22815
B08QGNCNNJ,set,35,16,35,1442,50817
B07T1XDM5P,kurta,35,27,35,376,13298
B07R3KS3DN,kurta,35,22,35,432,15358
B07T1XCJWG,kurta,35,12,35,376,13167
B09QJ57BL6,set,35,28,35,968,33076
B09LD59CMC,kurta,35,22,35,764,22678
B08QGMYV8L,set,34,32,34,1398,48120
B09HMNBMYC,kurta,34,23,34,368,12429
B09CTFP96V,set,34,27,34,1043,35882
B09TZV2J9G,set,34,34,34,1238,39478
B07K44CD3P,kurta,34,30,34,685,23808
B09TH851W5,kurta,34,21,34,399,13882
B09TH6N4N9,set,34,24,34,1149,40510
B07S8VQ9Y4,kurta,34,25,34,318,10752
B07T62PKNM,kurta,33,22,34,376,13037
B08ZHZP9B5,top,34,18,34,518,19327
B08YZ1B283,kurta,34,24,34,549,21672
B08YZ175BR,kurta,33,26,34,499,19873
B09QJ4HQ1G,set,34,30,34,1126,39245
B085HGB1GT,kurta,32,21,34,517,17175
B09NQ6824N,kurta,33,29,34,355,12252
B09M6SF2XW,set,34,28,34,1301,44312
B09KXSKLS6,set,34,26,34,852,29359
B099NP42BF,western dress,34,29,34,859,29206
B08KRZQWTH,kurta,34,15,34,333,11378
B09K3V84KC,set,34,32,34,629,21540
B09K3T4SBH,kurta,34,18,34,335,11723
B077Z5QTGN,blouse,34,10,34,419,14234
B09K3CQ75T,set,34,33,34,599,20946
B09Y3H5PY8,set,34,29,34,771,25892
B09RKDBGFT,set,33,22,33,1122,38027
B0894XSQ2J,set,33,21,33,828,28244
B08YZ1H4TG,kurta,33,33,33,579,21705
B08YYQRS7K,kurta,33,15,33,645,19451
B08YYSX188,kurta,33,31,33,533,19467
B09K3S1BWQ,set,33,29,33,666,21960
B08YYQRS7M,kurta,33,22,33,533,19898
B09M6STTBC,set,33,31,33,674,21915
B08CMG9FVB,set,33,27,33,1072,35430
B09811QMHB,kurta,33,19,33,431,14615
B07BL27M99,kurta,33,21,33,353,11843
B09LD2KSXR,kurta,33,18,33,1099,34114
B0986TP5RR,top,33,11,33,599,21497
B08RP2HWM6,kurta,33,30,33,345,11406
B09TH6YPPJ,set,33,26,33,988,32984
B0983GKG7G,set,33,30,33,824,26942
B08HK4MG14,kurta,33,24,33,368,12099
B08ZJ37HW4,top,33,16,33,518,17885
B09QJ4KBJ8,set,33,23,33,899,30431
B0982ZYR1X,western dress,33,24,33,413,13887
B08QGL6BRP,set,33,20,33,1364,46538
B0982ZYH1C,western dress,33,27,33,588,21136
B0983CL283,set,33,21,33,478,15648
B08V1N2D45,top,33,15,33,540,18732
B09Y3F7W6T,set,33,30,33,771,25499
B09RSX8B8D,set,33,24,33,654,22338
B08YZ1L831,kurta,33,30,33,549,19711
B09TH59KYD,western dress,33,33,33,725,24523
B08YYZNNWM,kurta,33,25,33,754,22425
B08N48MV3R,top,33,21,33,545,20023
B09QJ6676Y,set,33,29,33,1299,44123
B09K3BNDTT,set,33,32,33,666,21969
B08YYTGRYB,kurta,33,18,33,476,17270
B09RK7CGHJ,western dress,32,31,32,721,23633
B09RKCHCPC,kurta,32,23,32,533,17298
B09RKCJQKH,kurta,31,21,32,569,18842
B08YZ13V5N,kurta,32,23,32,562,19417
B0986XQG53,top,32,18,32,665,23098
B09RKF7PZB,set,32,27,32,499,16293
B0922WJ27J,set,32,25,32,562,18331
B0983D6TGS,set,32,27,32,888,28059
B07WP5DYSW,kurta,32,28,32,376,12032
B08B3ZWN4X,set,32,19,32,759,24259
B09Q19BS6S,set,32,19,32,850,27694
B09TZV58PW,set,32,31,32,1068,34770
B091SV9XW1,western dress,32,30,32,690,22445
B0925VJFP1,set,32,25,32,1176,38416
B09B5922WD,set,32,19,32,771,25005
B0983DZX48,set,32,28,32,824,26178
B09QJ362XS,set,32,29,32,999,33131
B09RKDGKTM,set,31,31,32,999,32794
B07X3M5KLQ,set,32,28,32,696,22569
B09TH7F8WY,kurta,32,26,32,399,13006
B09TH6T8FV,set,32,30,32,988,32140
B085NYG5CR,set,32,20,32,699,21564
B091Q8JYY5,kurta,32,24,32,325,10471
B08PCRPSKP,kurta,32,28,32,487,16370
B08MXFT72L,set,32,22,32,545,17328
B09K3T5QR5,kurta,32,15,32,387,13074
B09K3TMQSK,kurta,32,19,32,459,14810
B09K3V4NVW,kurta,32,22,32,362,11373
B08QGPWMRG,set,32,14,32,1473,47973
B09QJ495SF,set,32,29,32,1126,37192
B08N4CW5D5,top,32,16,32,387,12314
B08V17688J,top,32,20,32,574,18578
B09SDXL8S4,kurta,32,32,32,666,20876
B07Q2P453R,set,32,22,32,612,19024
B08KRYXSYH,kurta,32,21,32,399,13020
B0822TKGKH,set,30,24,31,792,24660
B099NV5WD8,western dress,31,20,31,625,20323
B08W9PXHK5,kurta,31,26,31,342,10359
B0925W64DT,set,31,27,31,1174,37569
B08HK6WL3S,kurta,31,17,31,380,11828
B09RKD5K4Z,set,31,27,31,856,26319
B09PCZW5L1,kurta,31,27,31,869,24713
B09RK67Y51,western dress,31,30,31,721,23437
B09QJ51MBL,set,31,30,31,999,31135
B089G31L36,kurta,31,31,31,568,18070
B09TH8L9PW,set,31,29,31,1338,38749
B08W98B8ZN,set,31,28,31,563,17813
B07HYT8XL9,kurta,31,19,31,376,11432
B08QGJTZQS,kurta,31,17,31,301,9258
B09RKFZ1KH,set,31,26,31,967,29212
B09W644VYK,set,31,27,31,1068,34346
B0899Y6NVG,set,31,26,31,786,24796
B08YYTKXNX,kurta,31,26,31,549,17429
B07T542WY1,kurta,31,16,31,376,11748
B09TZTZ58D,top,31,21,31,513,16709
B08YYQS8FH,kurta,31,29,31,549,19614
B09Y26SM95,western dress,31,25,31,599,18461
B09QJ4BFQQ,set,31,26,31,939,30282
B099S89CXL,top,31,14,31,574,18962
B08B4TP9NR,set,30,24,31,599,18743
B09KXVVR34,blouse,31,22,31,665,20923
B08CN3P4HX,set,26,30,31,1078.5,33096
B09M6TQTGV,set,31,28,31,684,20731
B08YYR1BFP,kurta,31,25,31,533,18472
B099NPKT7D,kurta,30,16,30,406,12233
B0894VM6TP,set,30,18,30,828,25903
B09K38ZCR6,set,30,27,30,631,18774
B09SDXPHNC,western dress,30,28,30,735,22363
B09KXSQGNK,set,30,19,30,852,26196
B0982ZB89B,western dress,30,22,30,989,28379
B09871N18P,top,30,12,30,625,19882
B09HMM2G1B,kurta,30,29,30,517,15410
B07R5XFLN3,kurta,30,21,30,432,13051
B07Q2RTSFB,set,29,23,30,612,17520
B08BJRFKHF,kurta,30,18,30,568,16546
B09RKDYFFP,set,29,26,30,967,28824
B09QJ3BDVW,set,30,25,30,999,30380
B08W9Z3BJF,kurta,30,23,30,342,10062
B09RSV9VD7,set,30,24,30,696,21132
B091T32P4L,western dress,30,25,30,690,20781
B08BJRMLZC,kurta,30,18,30,534,16416
B09SDYFGMR,western dress,29,25,30,614,18601
B08QGKNC21,set,30,26,30,1556,46235
B0983FS8GB,set,29,24,30,1447,44324
B0894WMVMW,set,29,23,30,1127,34245
B07S8WFN2J,kurta,30,23,30,318,9490
B08B3GTC12,western dress,30,28,30,899,28370
B0965KHYNH,top,30,13,30,599,18144
B09RKDZ461,set,30,19,30,914,28048
B09PN5N9FP,set,30,26,30,751,22862
B091T25NQG,western dress,30,28,30,690,20781
B09RK757KM,western dress,30,27,30,721,22411
B09CSSQY4F,set,30,22,30,771,22846
B08QGLHPX3,ethnic dress,30,16,30,373,11608
B099FBV492,kurta,30,19,30,383,11874
B09LTZMK13,kurta,30,18,30,436,13436
B09NPX3HG3,set,29,28,30,857,25936
B09QJLG4DF,set,30,28,30,1126,34189
B09YYS4ZTZ,western dress,30,20,30,625,19896
B09TH5VZF8,kurta,30,18,30,399,12262
B08RYPSVZK,top,30,21,30,574,18202
B09LM6C4WH,western dress,30,14,30,699,22080
B0822SQ4GV,set,30,23,30,764,22370
B09SDZW3GY,western dress,30,26,30,885,27816
B09M6TZJYC,set,30,21,30,1173,36920
B09KXXQ639,blouse,30,28,30,665,20940
B0983121HP,western dress,30,26,30,825,25350
B07H7FBV3Z,kurta,30,24,30,518,15543
B09VC5ZGD8,set,30,28,30,999,30284
B089B1GM9F,set,30,29,30,786,23907
B0986VTQL7,top,30,17,30,625,20529
B09QJ3WT3H,set,29,28,29,968,27857
B099FBRF4X,kurta,29,16,29,406,12008
B08YYZWV9C,kurta,28,26,29,499,16263
B09LD52HML,kurta,29,20,29,925,25637
B09RK6NS3V,western dress,29,27,29,721,22078
B09HMCTDFZ,kurta,29,27,29,517,14903
B09G2STB6H,set,29,29,29,582,17196
B09SDY4TFG,western dress,29,17,29,661,20052
B0894XKKWY,set,29,15,29,1125,32809
B0986YS2YT,top,29,18,29,625,19064
B081X5N76H,kurta,29,22,29,399,11743
B08QGLPC25,set,29,16,29,1388,40691
B094FMCJQP,top,29,11,29,487,14551
B09SDXTRG1,kurta,29,28,29,666,18938
B09Q18BBWR,set,29,17,29,850,25128
B098116JZS,kurta,29,16,29,635,18167
B0899K195Q,top,29,21,29,387,11319
B08MXFTM28,set,29,21,29,1132,34193
B091Q97FJ7,kurta,28,26,29,329,9471
B09K3XNZNX,kurta,29,20,29,335,9973
B0822VTWZS,set,29,24,29,764,21619
B09811Q5NS,kurta,29,14,29,521,15113
B08QGNBZ4C,ethnic dress,28,10,29,373,10965
B08XWH2WNK,kurta,28,21,29,459,12511
B099NN5V8M,kurta,29,17,29,383,11150
B09TH2YML8,western dress,28,29,29,771,22471
B09TH4D6DQ,kurta,29,17,29,399,11775
B09VC57SBH,set,29,25,29,988,28931
B09VC53FQW,set,29,25,29,988,28723
B08XVPKBKG,kurta,29,17,29,459,13381
B08HHJQ3F4,kurta,29,25,29,368,10644
B09Y3FN5LQ,set,29,27,29,771,22507
B08W8T2TDB,kurta,29,21,29,301,8696
B08N48GPXB,top,28,15,29,518,14879
B09TH5VZK6,western dress,28,29,29,725,21439
B097ZYJGLT,kurta,29,19,29,399,11951
B09RPCWKJW,set,28,26,29,1186,34252
B09QJ4RWZG,set,28,26,28,968,27412
B09RKCX5WR,set,28,21,28,967,26712
B09QJ4PXZ3,set,28,25,28,999,28242
B08V197XLZ,western dress,28,21,28,899,26800
B089G1HM97,kurta,28,28,28,568,16306
B09QJ4D21Y,set,28,26,28,999,29096
B0822V6P8L,set,28,19,28,792,22274
B0982YYCLC,western dress,28,18,28,669.5,18869
B09NDK1LZ3,set,28,22,28,850,23881
B07H7DGF1T,kurta,28,24,28,518,14450
B09SDZ7948,western dress,28,22,28,791,22670
B09QJ484TV,set,28,25,28,1099,29589
B09K3TM23C,kurta,28,20,28,399,11482
B08B3XF5MH,kurta,28,22,28,363,10504
B08CMRGFFJ,set,28,28,28,1072,29918
B094FKG8H7,top,28,19,28,518,14778
B098P4234P,western dress,28,11,28,791,22941
B09G2R8XLM,set,28,27,28,582,16455
B085HH6VWN,kurta,28,20,28,517,14197
B09PN37FYX,set,28,25,28,999,27056
B09HMWRQP1,set,28,24,28,545,15201
B09SDYBW5P,kurta,28,21,28,646,18088
B09TZWBRY9,kurta,28,23,28,526,14872
B081XDD1NK,kurta,28,24,28,399,11196
B08MYMMCXF,top,28,12,28,329,9202
B07K3YQLF1,kurta,28,19,28,685,19634
B09TZSJVFX,top,27,26,28,599,16015
B08YYSQJTC,kurta,28,12,28,645,16670
B0894XWGCR,set,28,15,28,1125,32293
B0983DQLBQ,set,28,25,28,888,24551
B07K32X6RR,kurta,28,20,28,729,20344
B099S7RJ69,top,28,27,28,574,16031
B09SDYJ5ZW,kurta,28,27,28,725,20694
B0986XMWXH,top,28,15,28,487,14477
B0894WX8CC,set,28,13,28,1140,32423
B08HK3XSKF,kurta,28,14,28,380,10844
B099NK23VT,set,28,18,28,626,17832
B09RKCSJQ5,kurta,28,22,28,533,15174
B09TH43WCQ,kurta,28,17,28,399,11212
B09RK67T5V,western dress,28,27,28,721,21286
B0893DP1WQ,kurta,27,13,27,435,11510
B07S8WG31H,kurta,27,15,27,318,8546
B09811TX8R,kurta,27,23,27,597,16339
B0925YDWP9,set,27,25,27,1176,32403
B09PN3TB2G,set,27,23,27,999,26430
B09RKDW3QG,set,27,25,27,801,21995
B081WSGX1L,kurta,27,24,27,399,11031
B09RKF9KV8,set,27,21,27,801,21791
B08QGRCSPB,ethnic dress,27,16,27,388,10522
B08N19XG53,kurta,27,22,27,399,10815
B08ZH9GDTY,top,27,23,27,518,14104
B09K3SJVR1,set,27,25,27,631,17001
B09RKD8TMG,set,27,17,27,967,25470
B09K3SSDSZ,kurta,27,17,27,399,11511
B09RKFLLF1,set,27,16,27,696,18692
B08MXDBRK1,set,27,21,27,1132,31069
B09K3TFNR8,kurta,27,26,27,459,12701
B08TRHQDFP,kurta,26,20,27,399,11153
B09RKD2Z9T,set,27,21,27,1229,34008
B0982ZBHYK,western dress,27,22,27,744,22697
B0922T4KGR,set,27,22,27,537,14422
B08KRZK1NB,kurta,27,20,27,399,10823
B08KRXDR4Y,kurta,26,20,27,399,10833
B09KXVBD7Z,set,27,24,27,648,17770
B08W2R1L7V,kurta,27,27,27,568,15329
B097ZYSHFF,kurta,27,8,27,431,11861
B099NJ8537,set,27,20,27,636,17236
B09KXYGX7P,blouse,27,15,27,665,19587
B09TZTF5VF,set,27,27,27,1068,30822
B099FD9VJ2,kurta,27,11,27,487,12833
B08YYZ8RTQ,kurta,27,15,27,688,17232
B08YYZ1RYT,kurta,27,18,27,754,18054
B09QJNWJJW,set,27,27,27,1126,31519
B09QJMSLD1,set,27,26,27,1163,31371
B09QJMMRRB,set,27,22,27,1099,30408
B08QGNNTQ2,set,27,27,27,591,15957
B09B2G7CKV,kurta,27,24,27,487,13249
B09M6SV9SR,set,27,15,27,1297,35595
B08YYVN6WH,kurta,27,13,27,645,15645
B09QJLGMQS,set,27,24,27,1126,30559
B0983D64M1,set,27,15,27,1338,35421
B09QJKR216,set,27,26,27,1126,30733
B09M6YZ9K1,set,27,23,27,1369,36225
B09QJ51J2K,set,27,25,27,969,27597
B08YYTTNY5,kurta,26,19,27,645,15835
B083ZZ8869,kurta,27,16,27,487,12673
B09NDLRSXQ,set,27,16,27,850,23352
B0894XVZLM,set,27,18,27,1127,30888
B09QJ3CNZZ,set,27,22,27,999,27713
B09811MMG5,kurta,26,10,26,635,16350
B09RKFRBJB,set,26,24,26,801,21204
B09K3T96QK,kurta,26,16,26,459,12200
B09CT47S1K,set,26,26,26,1099,28336
B08QGMPGKT,ethnic dress,26,18,26,388,10030
B09TH6ZKSH,set,26,25,26,1096,29174
B0986XZG4D,top,26,10,26,665,17336
B08QGL2FCR,set,26,14,26,1333,35839
B0894YPTQT,set,26,14,26,1127,29595
B09812HV48,kurta,26,22,26,459,11972
B09QJ3RNNY,set,26,24,26,999,26554
B09QJ3R132,set,26,26,26,1126,30311
B091Q8JXX9,kurta,25,15,26,301,7863
B08W2C46RD,kurta,26,22,26,568,14747
B099NK74F7,set,26,18,26,626,16412
B08QGLKJ94,set,26,8,26,1364,36373
B0983FZW13,set,26,21,26,1338,34018
B08QGKF6W4,set,26,24,26,1473,39033
B07R52G8ZN,kurta,26,14,26,432,11272
B08W1HC76G,kurta,25,25,26,568,14761
B08MYTBL9T,set,26,15,26,429,11245
B08BJSJX3D,set,26,19,26,999,27114
B09RKC564X,kurta,26,17,26,533,13966
B09BQDLN22,kurta,26,18,26,296.5,7562
B09M75WS4Q,set,25,26,26,613,15794
B07WP5HRMB,kurta,26,12,26,329,8714
B09B57XLKV,set,26,20,26,716,18686
B08QGNKGKY,set,26,18,26,1033,27007
B08YYV8NZL,kurta,26,24,26,549,15077
B09TH9HS5R,set,25,16,26,1149,31179
B08B3YVCK3,western dress,25,26,26,899,24774
B08YYR9G96,kurta,26,20,26,499,15398
B0922T745K,set,26,11,26,475,12440
B09KXW47QT,blouse,26,21,26,665,18106
B09PN3GVMZ,set,26,16,26,756,19994
B0986X1Z7J,top,26,17,26,645,16889
B08YYVFT61,kurta,26,19,26,499,13959
B08YNJKQFM,set,25,18,26,824,21424
B08B3YNJG5,set,26,20,26,1603,38602
B099NJBZMD,set,26,16,26,848.5,22365
B099NJKQP6,set,26,22,26,599,15616
B089G1FCC7,kurta,25,21,25,603,14655
B08WPS7TQS,kurta,25,15,25,627,15411
B09M779C74,set,25,8,25,1325,29937
B0982ZPB81,western dress,25,21,25,744,20115
B089B19HGM,set,25,25,25,786,19952
B0922V9HP7,set,25,21,25,537,13453
B0922T8G8P,set,25,20,25,539,13495
B09HMXJVFS,kurta,25,23,25,517,12879
B08YYSNPZB,kurta,25,16,25,635,14719
B09K3LL5SD,set,25,22,25,631,15509
B08HK1DGRW,kurta,25,19,25,318,7920
B08CMXZQR6,set,25,18,25,653,16279
B08YYVC3WB,kurta,23,21,25,645,14695
B09M768N86,set,25,21,25,613,15378
B08KRYGJD1,kurta,25,19,25,399,10169
B0986XVY18,top,25,12,25,487,13803
B09G2R6Y8J,set,25,22,25,582,14658
B09TH7MBHL,set,25,25,25,1096,28748
B0986S7V44,top,25,14,25,690,17427
B09811J9G9,kurta,25,19,25,635,15504
B08YZ34ZT3,kurta,25,16,25,655,15375
B0982ZDZ8K,western dress,25,17,25,588,15331
B08BJS7G2R,set,25,20,25,999,25455
B09K3SHVLV,set,25,24,25,666,16632
B09812JNRT,kurta,25,19,25,364,8960
B08W9K3MXR,kurta,25,20,25,342,8375
B09TH8K7WF,set,25,23,25,988,25492
B09SDX82TS,western dress,25,16,25,791,19895
B07Q2M4W2P,set,23,20,25,612,14810
B09LD4D16J,kurta,25,15,25,798,17163
B099F9P2B9,kurta,25,17,25,301,7485
B08QGLPKNK,set,25,17,25,1020,25824
B09TZVXQ1J,kurta,25,22,25,526,13150
B08QGK2BYL,set,25,23,25,591,14775
B08MXBX2NJ,set,25,15,25,1139,28723
B089B23C54,set,25,24,25,786,20016
B09CTFCW94,set,25,22,25,1033,26129
B09LD1P9KP,kurta,25,18,25,534,16658
B09RKC4B4P,kurta,25,16,25,569,14805
B0986XXLG6,top,25,9,25,518,14357
B0822V61TT,set,25,20,25,788,19611
B0894X8979,set,25,21,25,854,21934
B081X18FL6,kurta,25,22,25,299,7595
B09B2F5N2H,kurta,25,19,25,458,11655
B09RKDJX6S,set,24,17,24,499,12061
B09YNY91G5,set,24,18,24,1399,34272
B099NGZGRJ,set,24,13,24,626,15408
B09SDYBW5R,western dress,24,20,24,791,20320
B09K3FG237,set,24,14,24,545,13638
B08B3YKPYF,set,24,21,24,599,15152
B0894WR7FV,set,24,9,24,1133,26524
B08N44NRDT,top,24,20,24,545,14416
B099NHW17F,set,24,13,24,626,15304
B0983FJSXK,set,24,15,24,852,20437
B08YZ1BNXR,kurta,24,18,24,562,14669
B0965KR7YJ,top,24,10,24,599,14910
B07BL222Q1,kurta,24,19,24,353,8531
B08HHJP5QF,kurta,24,19,24,380,9133
B09TH53Q68,western dress,24,19,24,725,17784
B08HK57ZZN,kurta,24,16,24,380,9095
B09QJ4VMB5,set,24,22,24,899,22281
B09TH3MNW7,western dress,24,24,24,725,17814
B09TH33GBM,western dress,24,24,24,725,17814
B099NL1RPF,set,24,11,24,636,15386
B09RKCWL9Z,set,23,23,24,1122,27398
B09M762ZSF,kurta,24,16,24,349,8707
B098121HFD,kurta,24,21,24,499,11867
B09RKCYVVH,kurta,24,17,24,587,14307
B099NPK5DS,kurta,24,11,24,487,11589
B09QJ4F553,set,24,18,24,999,24286
B09K3X5D97,kurta,24,22,24,459,11184
B078Q3C6QS,kurta,24,13,24,357,8775
B09K3WKWR2,set,24,13,24,545,13514
B09NDK8FFH,set,23,24,24,999,23316
B08YZ2RC62,kurta,24,21,24,499,13396
B08YYTM98L,kurta,24,24,24,547,14253
B09RKDZ467,set,24,17,24,999,24344
B09813XDGT,kurta,24,14,24,511,12426
B09813H6G4,kurta,24,11,24,459,10982
B0822RTHVK,set,24,23,24,788,18708
B09CT6L67S,set,24,23,24,845,20743
B092D2QGV4,top,24,6,24,423,10349
B09RKFJ94S,set,24,12,24,899,22813
B07R51NJC2,kurta,24,17,24,318,7625
B09QJ3FWZV,set,24,21,24,968,24448
B085HPJWKG,kurta,23,12,24,517,12111
B09RKF4FNJ,set,24,22,24,967,22998
B09NQ8GLM5,kurta,24,17,24,349,8496
B07R5WHLJD,kurta,24,18,24,376,8826
B09SDYMJZC,western dress,24,23,24,791,19443
B08QGJWRRZ,set,24,24,24,591,14184
B09RKFC91P,set,24,23,24,1221,29874
B08YYR13RX,kurta,24,16,24,645,14020
B09RKDPBQV,set,24,15,24,775,19376
B07K34C782,kurta,23,20,24,729,17116
B01MZGYNRV,kurta,24,11,24,301,7330
B08B4T2CTJ,set,24,14,24,1125,27237
B07V6ZF279,set,24,19,24,824,19611
B08WJ2B2QY,set,24,22,24,1186,28064
B07JPDGGHY,set,24,16,24,800.5,19173
B09RK63SGY,western dress,24,22,24,721,19000
B08WHW4T6L,set,24,22,24,1186,28327
B09LV1Q3DT,kurta,24,22,24,386,9294
B08ZYP5VBV,set,24,20,24,921,22134
B09RKCK42L,kurta,23,18,23,569,13667
B09RKDY4NQ,set,23,21,23,856,19600
B0926WJQBY,ethnic dress,23,16,23,999,24759
B09RKDXTMB,set,23,13,23,696,15866
B09RKDTP7M,set,23,17,23,1199,27381
B09RKFD39V,set,23,21,23,696,15924
B09RKDCHPH,set,23,19,23,1099,25218
B08ZHWGYF2,top,22,15,23,518,11889
B09RKD3P4J,kurta,23,20,23,533,12665
B0986XXHX7,top,23,15,23,513,12506
B071VG5FH4,kurta,23,18,23,376,8711
B08YZ19JXH,kurta,23,13,23,688,14346
B09QJM9NDP,set,23,17,23,1099,26205
B01LYC0N7Q,kurta,22,21,23,376,8774
B09QJ3WXB4,set,23,19,23,995,24281
B09QJ35BD6,set,22,20,23,999,23637
B09Q1943PQ,set,23,13,23,850,19953
B09PN35VJ9,set,23,17,23,999,22917
B09811WPL9,kurta,23,16,23,481,10831
B0893DHZYM,kurta,23,17,23,435,9801
B08YYRKNC7,kurta,23,13,23,625,13323
B0983F9JL2,set,23,19,23,888,20133
B09SDYHWLX,kurta,23,21,23,666,15229
B09SDYNSM7,western dress,23,17,23,791,18811
B08YYPZJ9R,kurta,23,9,23,452,11922
